arm,source,host,speaker,why_unclear,url
base,src:27,grcpod.substack.com,practitioner,"talks about this market (compliance, soc 2, audit) with no sales call to action",https://grcpod.substack.com/p/the-commoditization-of-compliance
base,src:28,grcpod.substack.com,practitioner,"talks about this market (compliance, soc 2, audit) with no sales call to action",https://grcpod.substack.com/p/the-commoditization-of-compliance
base,src:29,news.ycombinator.com,practitioner,"talks about this market (security) with no sales call to action",https://news.ycombinator.com/item?id=48145524
base,src:30,news.ycombinator.com,practitioner,"talks about this market (security) with no sales call to action",https://news.ycombinator.com/item?id=48145524
base,src:31,news.ycombinator.com,practitioner,"talks about this market (security) with no sales call to action",https://news.ycombinator.com/item?id=44362665
base,src:32,news.ycombinator.com,practitioner,"talks about this market (security) with no sales call to action",https://news.ycombinator.com/item?id=49155789
base,src:33,news.ycombinator.com,practitioner,"talks about this market (security) with no sales call to action",https://news.ycombinator.com/item?id=25811616
base,src:34,news.ycombinator.com,practitioner,"talks about this market (security) with no sales call to action",https://news.ycombinator.com/item?id=25793230
base,src:35,news.ycombinator.com,practitioner,"talks about this market (security) with no sales call to action",https://news.ycombinator.com/item?id=25793230
base,src:36,news.ycombinator.com,practitioner,"talks about this market (security) with no sales call to action",https://news.ycombinator.com/item?id=25793230
base,src:37,news.ycombinator.com,practitioner,"talks about this market (security) with no sales call to action",https://news.ycombinator.com/item?id=42673560
base,src:38,news.ycombinator.com,practitioner,"talks about this market (security) with no sales call to action",https://news.ycombinator.com/item?id=42787454
base,src:39,news.ycombinator.com,practitioner,"talks about this market (security) with no sales call to action",https://news.ycombinator.com/item?id=25793230
base,src:40,news.ycombinator.com,practitioner,"talks about this market (security) with no sales call to action",https://news.ycombinator.com/item?id=25793230
base,src:41,news.ycombinator.com,practitioner,"talks about this market (security) with no sales call to action",https://news.ycombinator.com/item?id=25793230
base,src:42,news.ycombinator.com,founder,"talks about this market (security) with no sales call to action",https://news.ycombinator.com/item?id=25793230
base,src:43,news.ycombinator.com,practitioner,"talks about this market (security) with no sales call to action",https://news.ycombinator.com/item?id=25810614
otto,src:1,aws.amazon.com,buyer,"talks about this market (compliance, security) with no sales call to action",https://aws.amazon.com/marketplace/reviews/reviews-list/prodview-5ophamrbfxt44
otto,src:2,aws.amazon.com,buyer,"talks about this market (compliance, security) with no sales call to action",https://aws.amazon.com/marketplace/reviews/reviews-list/prodview-3xw4sjqv2pb22
otto,src:3,capterra.com,buyer,"front page unreadable (403)",https://capterra.com/p/211459/Vanta/reviews/
otto,src:4,news.ycombinator.com,practitioner,"talks about this market (security) with no sales call to action",https://news.ycombinator.com/item?id=48145524
otto,src:5,news.ycombinator.com,buyer,"talks about this market (security) with no sales call to action",https://news.ycombinator.com/item?id=48165463
otto,src:6,news.ycombinator.com,buyer,"talks about this market (security) with no sales call to action",https://news.ycombinator.com/item?id=48155797
otto,src:7,news.ycombinator.com,buyer,"talks about this market (security) with no sales call to action",https://news.ycombinator.com/item?id=48189119
otto,src:8,news.ycombinator.com,practitioner,"talks about this market (security) with no sales call to action",https://news.ycombinator.com/item?id=48168713
otto,src:9,news.ycombinator.com,practitioner,"talks about this market (security) with no sales call to action",https://news.ycombinator.com/item?id=48152518
otto,src:10,news.ycombinator.com,practitioner,"talks about this market (security) with no sales call to action",https://news.ycombinator.com/item?id=48152692
otto,src:11,news.ycombinator.com,buyer,"talks about this market (security) with no sales call to action",https://news.ycombinator.com/item?id=48153191
otto,src:12,news.ycombinator.com,practitioner,"talks about this market (security) with no sales call to action",https://news.ycombinator.com/item?id=48151764
otto,src:14,news.ycombinator.com,practitioner,"talks about this market (security) with no sales call to action",https://news.ycombinator.com/item?id=48151168
otto,src:15,news.ycombinator.com,buyer,"talks about this market (security) with no sales call to action",https://news.ycombinator.com/item?id=48152101
otto,src:16,news.ycombinator.com,practitioner,"talks about this market (security) with no sales call to action",https://news.ycombinator.com/item?id=49665739
otto,src:17,news.ycombinator.com,buyer,"talks about this market (security) with no sales call to action",https://news.ycombinator.com/item?id=8140695
otto,src:18,news.ycombinator.com,practitioner,"talks about this market (security) with no sales call to action",https://news.ycombinator.com/item?id=31393594
otto,src:19,news.ycombinator.com,practitioner,"talks about this market (security) with no sales call to action",https://news.ycombinator.com/item?id=10199589
